School Id,Org Name,Telephone,Fax,Email^,Principal*,URL,Physical Address Line1,Physical Address Suburb,Physical Address City,Postal Address Line1,Postal Address Suburb,Postal Address City,Postal Address Postal Code,Urban Area,Org Type,Definition,Authority,CoEd Status,Territorial Authority,Regional Council,Local Office Name,Education Region,General Electorate,Māori Electorate,Area Unit,Ward,Col Id,Col Name,Latitude,Longitude,Decile,Total,European,Māori,Pacific,Asian,MELAA,Other,International,IsolationIndex,SchoolDonations
1606,UP International College New Zealand,09 307 4471,09 377 7125,international.enquiries@up.education,Mark Haines,https://partnerships.up.education/,345 Queen Street,Auckland CBD,Auckland,P O Box 6199,Wellesley Street,Auckland,1141,Main Urban Area,Secondary (Year 9-15),Not Applicable,Private : Fully Registered,Co-Educational,Auckland - Waitemata,Auckland Region,Auckland,Auckland,Auckland Central,Tamaki Makaurau,Auckland Central West,Waitemata and Gulf Ward,,,-36.85454,174.762487,7,1030,0,0,0,18,0,0,1012,Not applicable,Not applicable
1607,Bishop Edward Gaines Catholic School,07 886 8021,07 886 1068,office@beg.school.nz,Emalene Cull,http://www.beg.school.nz,Mossop Road,,Tokoroa,P O Box 167,,Tokoroa,3444,Secondary Urban Area,Full Primary,Not Applicable,State : Integrated,Co-Educational,South Waikato District,Waikato Region,Hamilton,Waikato,Taupo,Te Tai Hauauru,Tokoroa Central,Tokoroa Ward,99018,Rotorua Catholic Faith Based Community of Learning,-38.223819,175.877657,2,45,11,18,5,9,2,0,0,0.92,Donations should not be requested unless for a school camp
1608,St Matthew's Primary School (Hastings),06 876 4958,06 876 4158,admin@stmatthewsprimary.school.nz,Andrew Eagle,http://www.stmatthewsprimary.school.nz,200 King Street South,,Hastings,P O Box 824,,Hastings,4156,Main Urban Area,Full Primary,Not Applicable,State : Integrated,Co-Educational,Hastings District,Hawke's Bay Region,Napier,Hawke's Bay/Tairawhiti,Tukituki,Ikaroa-Rawhiti,Hastings Central,Hastings-Havelock North Ward,99159,Ngā Hau e Whā Kāhui Ako,-39.641198,176.840088,4,138,44,21,20,48,4,0,1,1.19,Donations should not be requested unless for a school camp
1611,Timaru Christian School,03 688 1422,03 688 1425,office@timaruchristian.school.nz,Bethany Rentoul,http://www.timaruchristian.school.nz,10 Quarry Road,Watlington,Timaru,10 Quarry Road,Watlington,Timaru,7910,Secondary Urban Area,Composite,Not Applicable,State : Integrated,Co-Educational,Timaru District,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Rangitata,Te Tai Tonga,Watlington,Timaru Ward,99178,South Timaru Community of Learning,-44.403573,171.228308,8,136,88,17,9,15,4,0,3,0.67,Donations may be requested
1613,Te Ra School,04 299 0812,,office@tera.school.nz,Andrea Sorger,http://www.tera.school.nz,89 Poplar Avenue,Raumati South,Kapiti Coast,89 Poplar Avenue,Raumati South,Paraparaumu,5032,Main Urban Area,Full Primary,Not Applicable,State : Integrated,Co-Educational,Kapiti Coast District,Wellington Region,Wellington,Wellington,Mana,Te Tai Hauauru,Raumati South,Paekakariki-Raumati Ward,99110,Steiner Waldorf Community of Learning,-40.937762,174.984664,8,192,146,36,0,6,3,1,0,0.38,Donations may be requested
1616,TKKM o Ngati Kahungunu o Te Wairoa,06 838 6813,06 838 6915,tari@kkmwairoa.school.nz,Mary Martin (Acting),http://www.kkmwairoa.com,41 Kitchener Street,,Wairoa,P O Box 315,,Wairoa,4160,Minor Urban Area,Composite,Kura Kaupapa Maori,State,Co-Educational,Wairoa District,Hawke's Bay Region,Napier,Hawke's Bay/Tairawhiti,Napier,Ikaroa-Rawhiti,Wairoa,Area Outside Ward,99203,Kahungunu Kāhui Ako,-39.041001,177.417864,1,112,1,110,0,1,0,0,0,3.11,Donations should not be requested unless for a school camp
1617,TKKM o Ngati Rangi,06 385 8722,06 385 8776,admin@ngatirangi.school.nz,Christopher McLeod (Acting),,40 Burns Street,,Ohakune,P O Box 141,,Ohakune,4660,Minor Urban Area,Full Primary,Kura Kaupapa Maori,State,Co-Educational,Ruapehu District,Manawatu-Wanganui Region,Whanganui,Taranaki/Whanganui/Manawatu,Rangitikei,Te Tai Hauauru,Ohakune,Waimarino-Waiouru Ward,99079,Ruapehu Community of Learning,-39.414817,175.391594,1,16,0,16,0,0,0,0,0,2.57,Donations should not be requested unless for a school camp
1618,TKKM o Te Whanau Tahi,03 337 4360,03 337 4304,mahanui@whanau-tahi.school.nz,Mark Rangi,http://www.whanau-tahi.school.nz,83 Lyttelton Street,Spreydon,Christchurch,P O Box 33105,Barrington,Christchurch,8244,Main Urban Area,Composite,Kura Kaupapa Maori,State,Co-Educational,Christchurch City,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Port Hills,Te Tai Tonga,Barrington South,Spreydon Ward,,,-43.564583,172.614584,3,154,3,149,2,0,0,0,0,0.11,Donations may be requested
1619,Te Kura Akonga O Manurewa,09 267 8039,09 267 8023,tkaom@xtra.co.nz,Irihapeti Matiaha,,460A Porchester Road,Randwick Park,Auckland,P O Box 202054,Southgate,Takanini,2246,Main Urban Area,Full Primary,Not Applicable,State : Integrated,Co-Educational,Auckland - Manurewa,Auckland Region,Auckland,Auckland,Papakura,Hauraki-Waikato,Randwick Park,Manurewa-Papakura Ward,,,-37.023857,174.923021,2,86,1,83,2,0,0,0,0,0.15,Donations may be requested
1625,Ascot Community School,03 217 5196,03 217 5850,admin@ascot.school.nz,Wendy Ryan,http://www.ascot.school.nz,580 Tay Street,Hawthorndale,Invercargill,580 Tay Street,Hawthorndale,Invercargill,9810,Main Urban Area,Full Primary,Not Applicable,State,Co-Educational,Invercargill City,Southland Region,Invercargill,Otago/Southland,Invercargill,Te Tai Tonga,Hawthorndale,Area Outside Ward,,,-46.407167,168.38483,3,301,170,93,13,16,5,4,0,0.86,Donations should not be requested unless for a school camp
1627,St Paul's School (Richmond),03 544 2243,,office@stpauls-richmond.school.nz,Maureen Phillips,http://www.stpauls-richmond.school.nz,63 Salisbury Road,Richmond,Nelson,P O Box 3402,Richmond,Nelson,7050,Main Urban Area,Full Primary,Not Applicable,State : Integrated,Co-Educational,Tasman District,Tasman Region,Nelson,Nelson/Marlborough/West Coast,Nelson,Te Tai Tonga,Richmond East,Richmond Ward,99142,Waimea Community of Learning,-41.337947,173.194839,8,284,228,15,7,28,6,0,0,1.81,Donations may be requested
1630,Central Regional Health School,04 801 5010,,admin@crhs.school.nz,Jane Wills,http://www.crhs.school.nz,97-99 Courtenay Place,Te Aro,Wellington,P O Box 9349,Marion Square,Wellington,6141,Main Urban Area,Special School,Regional Health School,State,Co-Educational,Wellington City,Wellington Region,Wellington,Wellington,Wellington Central,Te Tai Tonga,Willis Street-Cambridge Terrace,Lambton Ward,,,-41.292947,174.779087,1,24,10,11,3,0,0,0,0,0.09,Donations should not be requested unless for a school camp
1631,Southern Health School,03 366 6739,03 374 6503,secretary@southernhealth.school.nz,Helen Mantell,http://www.srhs.school.nz,95 Tuam Street,,Christchurch,P O Box 1757,,Christchurch,8140,Main Urban Area,Special School,Regional Health School,State,Co-Educational,Christchurch City,Canterbury Region,Christchurch,Canterbury/Chatham Islands,Christchurch Central,Te Tai Tonga,Cathedral Square,Central Ward,,,-43.535135,172.6328,1,20,11,9,0,0,0,0,0,0.03,Donations should not be requested unless for a school camp
1633,St Mary MacKillop Catholic School,09 257 1435,09 257 1436,katrinag@marymackillop.school.nz,Michael Piper,http://www.marymackillop.school.nz,12 Mcnaughton Avenue,Mangere,Auckland,12 Mcnaughton Avenue,Mangere East,Manukau,2024,Main Urban Area,Full Primary,Not Applicable,State : Integrated,Co-Educational,Auckland - Mangere-Otahuhu,Auckland Region,Auckland,Auckland,Mangere,Tamaki Makaurau,Harania North,Manukau Ward,99101,South Auckland Catholic Community of Learning,-36.962605,174.810339,1,344,3,10,312,18,0,1,0,0.18,Donations should not be requested unless for a school camp
1634,Te Kura Maori o Porirua,04 235 9617,04 235 9156,n.andrews@kura-porirua.school.nz,Sophie Tukukino,http://www.kura-porirua.school.nz,392 Warspite Avenue,Waitangirua,Porirua,392 Warspite Avenue,Waitangirua,Porirua,5024,Main Urban Area,Composite,Designated Character School,State,Co-Educational,Porirua City,Wellington Region,Wellington,Wellington,Mana,Te Tai Hauauru,Waitangirua,Eastern Ward,,,-41.122117,174.878534,3,302,0,299,3,0,0,0,0,0.17,Donations should not be requested unless for a school camp
1636,St Thomas More Catholic School,07 574 6782,07 574 6783,secretary@stm.school.nz,Kathleen Joblin,http://www.stthomasmore.school.nz,19 Gloucester Road,Bayfair,Mount Maunganui,19 Gloucester Road,,Mount Maunganui,3116,Main Urban Area,Contributing,Not Applicable,State : Integrated,Co-Educational,Tauranga City,Bay of Plenty Region,Rotorua,Bay of Plenty/Waiariki,Bay of Plenty,Waiariki,Arataki,Mount Maunganui-Papamoa Ward,99018,Rotorua Catholic Faith Based Community of Learning,-37.677006,176.2263,7,192,139,20,3,14,15,1,0,0.58,Donations should not be requested unless for a school camp
1641,Amana Christian School,03 489 2113,03 489 2115,amanachristianschool@gmail.com,Roslyn King,http://www.amana.school.nz,14 Gordon Road,,Mosgiel,P O Box 13,,Mosgiel,9053,Main Urban Area,Composite,Not Applicable,Private : Fully Registered,Co-Educational,Dunedin City,Otago Region,Dunedin,Otago/Southland,Dunedin South,Te Tai Tonga,Mosgiel South,Area Outside Ward,,,-45.878082,170.349783,99,18,4,0,13,0,0,0,1,Not applicable,Not applicable
1643,St Paul's School (Massey),09 832 7200,09 832 7202,office@stpaulsprimary.school.nz,Mary Zellman,http://www.stpaulsprimary.school.nz,498 Don Buck Road,Massey,Auckland,P O Box 84234,Westgate,Waitakere,657,Main Urban Area,Contributing,Not Applicable,State : Integrated,Co-Educational,Auckland - Henderson-Massey,Auckland Region,Auckland,Auckland,Helensville,Te Tai Tokerau,Massey West,Waitakere Ward,99092,Te Kāhui Ako o Waitakere Waitakere Community of Learners,-36.826965,174.607464,4,435,159,46,89,119,19,3,0,0.17,Donations should not be requested unless for a school camp
1645,Te Kura o Torere,07 315 8224,07 315 8224,admin@torerekura.school.nz,Wency Rewi (Acting),http://www.torerekura.school.nz,2276 State Highway 35,,Opotiki,Te Kura o Torere,,Opotiki,3197,Rural Area,Full Primary,Designated Character School,State,Co-Educational,Opotiki District,Bay of Plenty Region,Rotorua,Bay of Plenty/Waiariki,East Coast,Waiariki,Cape Runaway,Coast Ward,99037,Ōpōtiki Community of Learning,-37.947639,177.493745,2,10,0,10,0,0,0,0,0,3.02,Donations should not be requested unless for a school camp
1646,Wainuiomata Intermediate,04 939 1970,04 939 1973,office@wis.school.nz,Craig Sharp,http://www.wis.school.nz,66 Konini Street,Wainuiomata,Lower Hutt,66 Konini Street,Wainuiomata,Lower Hutt,5014,Main Urban Area,Intermediate,Not Applicable,State,Co-Educational,Lower Hutt City,Wellington Region,Wellington,Wellington,Hutt South,Ikaroa-Rawhiti,Parkway,Wainuiomata Ward,99090,Wainuiomata Community of Learning,-41.252701,174.933388,3,301,117,137,28,13,4,2,0,0.21,Donations should not be requested unless for a school camp
1647,Konini Primary School (Wainuiomata),04 939 7725,04 939 7742,admin@konini-primary.school.nz,Andrea Scanlan,http://www.konini-primary.school.nz,28 Konini Street,Wainuiomata,Lower Hutt,28 Konini Street,Wainuiomata,Lower Hutt,5014,Main Urban Area,Contributing,Not Applicable,State,Co-Educational,Lower Hutt City,Wellington Region,Wellington,Wellington,Hutt South,Ikaroa-Rawhiti,Parkway,Wainuiomata Ward,99090,Wainuiomata Community of Learning,-41.254819,174.936124,4,177,46,62,29,36,3,1,0,0.23,Donations should not be requested unless for a school camp
1648,Manaia View School,09 438 9041,09 438 9122,office@manaiaview.school.nz,Leanne Otene,http://www.manaiaview.school.nz,64 Murdoch Crescent,Raumanga,Whangarei,P O Box 6096,Otaika,Whangarei,147,Main Urban Area,Full Primary,Not Applicable,State,Co-Educational,Whangarei District,Northland Region,Whangarei,Tai Tokerau,Whangarei,Te Tai Tokerau,Raumanga West,Okara Ward,,,-35.745836,174.302759,1,210,6,193,11,0,0,0,0,0.65,Donations should not be requested unless for a school camp
1650,Drummond Primary School,03 236 2886,03 236 2856,office@drummond.school.nz,Natasha Spittle,http://drummondprimary.wix.com/drummond-primary-school,5 Domain Road,,Drummond,Domain Road RD 3,,Otautau,9683,Rural Area,Full Primary,Not Applicable,State,Co-Educational,Southland District,Southland Region,Invercargill,Otago/Southland,Clutha-Southland,Te Tai Tonga,Fairfax,Waiau-Aparima Ward,,,-46.152995,168.150663,8,65,37,14,2,10,2,0,0,1.58,Donations may be requested
1651,TKKM o Wairarapa,06 377 2210,06 377 4071,tari@kkmow.school.nz,Hohepa Campbell,,37 Johnstone Street,,Masterton,37 Johnstone Street,,Masterton,5810,Secondary Urban Area,Composite,Kura Kaupapa Maori,State,Co-Educational,Masterton District,Wellington Region,Wellington,Wellington,Wairarapa,Ikaroa-Rawhiti,Masterton East,Urban Ward,,,-40.960755,175.66755,2,90,0,89,1,0,0,0,0,1.09,Donations should not be requested unless for a school camp
1654,Motueka Rudolf Steiner School,03 528 0246,,office@motueka.steiner.school.nz,Margot Schweigman,http://www.motueka.steiner.school.nz/,480 High Street,,Motueka,P O Box 224,,Motueka,7143,Minor Urban Area,Full Primary,Not Applicable,Private : Fully Registered,Co-Educational,Tasman District,Tasman Region,Nelson,Nelson/Marlborough/West Coast,West Coast-Tasman,Te Tai Tonga,Motueka West,Motueka Ward,,,-41.130014,173.009784,5,92,55,14,0,3,2,2,16,Not applicable,Not applicable
1655,Destiny School,09 527 7312,09 570 7149,office@destiny.school.nz,Emily Tukapua,http://www.destinyschool.org/,25 Druces Road,Wiri,Auckland,P O Box 76201,Manukau,Auckland,2241,Main Urban Area,Composite,Not Applicable,Private : Fully Registered,Co-Educational,Auckland - Manurewa,Auckland Region,Auckland,Auckland,Manurewa,Tamaki Makaurau,Wiri,Manurewa-Papakura Ward,,,-37.000596,174.877783,3,124,6,104,11,2,1,0,0,Not applicable,Not applicable
1657,Silverstream (South) Primary School,03 489 8577,03 489 8579,office@silverstre.am,Greg Hurley,http://silverstre.am,52 Green Street,,Mosgiel,P O Box 339,,Mosgiel,9053,Main Urban Area,Contributing,Not Applicable,State,Co-Educational,Dunedin City,Otago Region,Dunedin,Otago/Southland,Dunedin South,Te Tai Tonga,Mosgiel East,Area Outside Ward,,,-45.874682,170.359808,6,287,195,54,13,7,16,0,2,0.36,Donations should not be requested unless for a school camp
1658,Putaruru Primary School,07 883 7166,07 883 7226,reception@putaruru.school.nz,Patricia Scown,http://www.putaruru.school.nz,Kennedy Drive,,Putaruru,P O Box 180,,Putaruru,3443,Minor Urban Area,Contributing,Not Applicable,State,Co-Educational,South Waikato District,Waikato Region,Hamilton,Waikato,Taupo,Te Tai Hauauru,Putaruru,Putaruru Ward,99076,Putaruru Community of Learning,-38.059317,175.779073,2,197,70,118,1,3,5,0,0,0.98,Donations should not be requested unless for a school camp
1659,Lakeview School,06 377 1867,06 378 8284,admin@lakeview.school.nz,Tim Nelson,http://www.lakeviewschool.info,Te Ore Ore Road,,Masterton,P O Box 265,,Masterton,5840,Secondary Urban Area,Full Primary,Not Applicable,State,Co-Educational,Masterton District,Wellington Region,Wellington,Wellington,Wairarapa,Ikaroa-Rawhiti,Lansdowne,Urban Ward,99204,Masterton (Whakaoriori) Kāhui Ako,-40.947893,175.679081,2,437,153,229,41,9,3,2,0,1.11,Donations should not be requested unless for a school camp
1660,Masterton Primary School,06 377 5297,06 377 5010,office@masterton.school.nz,Susan Walters,http://www.masterton.school.nz,53 South Road,Kuripuni,Masterton,P O Box 2001,Kuripuni,Masterton,5842,Secondary Urban Area,Contributing,Not Applicable,State,Co-Educational,Masterton District,Wellington Region,Wellington,Wellington,Wairarapa,Ikaroa-Rawhiti,Solway South,Urban Ward,,,-40.962146,175.644526,3,314,142,143,10,13,6,0,0,1.06,Donations should not be requested unless for a school camp
1661,Douglas Park School,06 370 0189,06 370 0187,office@douglaspark.school.nz,Gareth Sinton,http://www.douglaspark.school.nz,136 Cole Street,,Masterton,P O Box 313,,Masterton,5840,Secondary Urban Area,Contributing,Not Applicable,State,Co-Educational,Masterton District,Wellington Region,Wellington,Wellington,Wairarapa,Ikaroa-Rawhiti,Masterton West,Urban Ward,99204,Masterton (Whakaoriori) Kāhui Ako,-40.945586,175.646566,5,368,215,118,18,13,4,0,0,1.07,Donations should not be requested unless for a school camp
1662,Huia Range School,06 374 6444,06 374 9268,office@huiarange.school.nz,Robyn Forsyth,http://www.huiarange.school.nz/,Cole Street,,Dannevirke,Cole Street,,Dannevirke,4930,Minor Urban Area,Full Primary,Not Applicable,State,Co-Educational,Tararua District,Manawatu-Wanganui Region,Wellington,Wellington,Wairarapa,Ikaroa-Rawhiti,Dannevirke East,North Tararua Ward,99047,Dannevirke Community of Learning,-40.199755,176.108967,2,314,129,170,8,4,3,0,0,1.34,Donations should not be requested unless for a school camp
1663,Stella Maris Primary School,09 427 9189,09 427 9198,achieve@stellamaris.school.nz,Alan Watts,http://www.stellamaris.school.nz,50 Silverdale Street,,Silverdale,P O Box 103,,Silverdale,944,Main Urban Area,Contributing,Not Applicable,State : Integrated,Co-Educational,Auckland - Hibiscus and Bays,Auckland Region,Auckland,Auckland,Rodney,Te Tai Tokerau,Silverdale Central,Albany Ward,99126,North Shore Catholic Schools Community of Learning,-36.61378,174.677318,9,295,215,23,11,36,2,7,1,0.26,Donations may be requested
1666,Te Kura o Waikare,09 403 7385,09 403 8095,waikare.school@xtra.co.nz,Cheryl Meek,http://www.tekuraowaikare.school.nz/,Waikare Valley Road,Waikare,Kawakawa,Waikare Valley Road RD 3,,Kawakawa,283,Rural Area,Full Primary,Designated Character School,State,Co-Educational,Far North District,Northland Region,Whangarei,Tai Tokerau,Northland,Te Tai Tokerau,Pokere-Waihaha,Bay of Islands-Whangaroa Ward,,,-35.339891,174.234209,1,76,0,76,0,0,0,0,0,2.25,Donations should not be requested unless for a school camp
1667,Whangaruru School,09 433 6520,09 433 6560,admin@whangaruru.school.nz,Jamie McQueen,,2916 Old Russell Road,Whangaruru,Hikurangi,2916 Old Russell Road RD 4,,Hikurangi,184,Rural Area,Full Primary,Not Applicable,State,Co-Educational,Whangarei District,Northland Region,Whangarei,Tai Tokerau,Northland,Te Tai Tokerau,Punaruku-Kiripaka,Hikurangi-Coastal Ward,,,-35.377686,174.316724,1,53,1,50,2,0,0,0,0,1.7,Donations should not be requested unless for a school camp
1668,Wairoa Primary School,06 838 6209,06 838 3940,office@wairoaprimary.school.nz,Richard Lambert,,29 Campbell Street,,Wairoa,P O Box 146,,Wairoa,4160,Minor Urban Area,Contributing,Not Applicable,State,Co-Educational,Wairoa District,Hawke's Bay Region,Napier,Hawke's Bay/Tairawhiti,Napier,Ikaroa-Rawhiti,Wairoa,Area Outside Ward,99091,Mata Nui o Kahungunu,-39.037373,177.42471,1,217,11,204,1,0,0,1,0,3.09,Donations should not be requested unless for a school camp
1669,Tiaho Primary School,06 838 6085,06 838 6993,principal@tiaho.school.nz,Zac Anderson,,93 Clyde Road,,Wairoa,P O Box 47,,Wairoa,4160,Minor Urban Area,Contributing,Not Applicable,State,Co-Educational,Wairoa District,Hawke's Bay Region,Napier,Hawke's Bay/Tairawhiti,Napier,Ikaroa-Rawhiti,Wairoa,Area Outside Ward,99091,Mata Nui o Kahungunu,-39.043027,177.419994,1,171,7,158,3,3,0,0,0,3.09,Donations should not be requested unless for a school camp
1670,TKKM o Te Ara Whanui,04 589 9012,04 589 9176,tari@tawkkm.school.nz,Kararaina Luke,,11-27 Victoria Street,Alicetown,Lower Hutt,P O Box 36094,Wellington Mail Centre,Lower Hutt,5045,Main Urban Area,Composite,Kura Kaupapa Maori,State,Co-Educational,Lower Hutt City,Wellington Region,Wellington,Wellington,Hutt South,Te Tai Tonga,Alicetown,Western Ward,,,-41.217843,174.888332,3,287,1,286,0,0,0,0,0,0.1,Donations should not be requested unless for a school camp
1672,TKKM o Nga Uri A Maui,06 868 5629,06 867 0960,office@ngauriamaui.school.nz,Maria Sheridan,,349 Nelson Road,,Gisborne,349 Nelson Road,Riverdale,Gisborne,4010,Main Urban Area,Composite,Kura Kaupapa Maori,State,Co-Educational,Gisborne District,Gisborne Region,Napier,Hawke's Bay/Tairawhiti,East Coast,Ikaroa-Rawhiti,Riverdale,Gisborne Ward,,,-38.643499,177.997977,3,159,1,158,0,0,0,0,0,1.55,Donations may be requested
1673,TKKM o Te Waiu o Ngati Porou,06 864 8676,06 864 8862,tewaiu@xtra.co.nz,Phillip Heeney,,13 Tuparoa Road,,Ruatoria,13 Tuparoa Road,,Ruatoria,4032,Rural Area,Composite,Kura Kaupapa Maori,State,Co-Educational,Gisborne District,Gisborne Region,Napier,Hawke's Bay/Tairawhiti,East Coast,Ikaroa-Rawhiti,Ruatoria,Matakaoa-Waiapu Ward,99162,Te Kāhui Ako o Ngā Kura Kaupapa Māori o Ngāti Porou,-37.891155,178.320959,1,136,0,135,0,0,0,1,0,4.09,Donations may be requested
1674,TKKM o Te Wananga Whare Tapere o Takitimu,06 878 6340,06 878 6330,admin@wharetapere.school.nz,Fleur Wainohu,http://www.schoolground.co.nz/kuratakitimu,706 Albert Street,Mayfair,Hastings,P O Box 1342,,Hastings,4156,Main Urban Area,Composite,Kura Kaupapa Maori,State,Co-Educational,Hastings District,Hawke's Bay Region,Napier,Hawke's Bay/Tairawhiti,Tukituki,Ikaroa-Rawhiti,Parkvale,Hastings-Havelock North Ward,99203,Kahungunu Kāhui Ako,-39.643425,176.856057,2,132,0,131,1,0,0,0,0,1.21,Donations should not be requested unless for a school camp
1675,Ruakituri School,06 838 7140,06 838 7141,ruakituri.sch@xtra.co.nz,Coralie Walters,,1607 Ruakituri Valley Road,Ruakituri,Wairoa,1607 Ruakituri Road RD 5,,Wairoa,4195,Rural Area,Full Primary,Not Applicable,State,Co-Educational,Wairoa District,Hawke's Bay Region,Napier,Hawke's Bay/Tairawhiti,Napier,Ikaroa-Rawhiti,Ruakituri-Morere,Area Outside Ward,99091,Mata Nui o Kahungunu,-38.770744,177.411365,7,12,2,10,0,0,0,0,0,2.91,Donations should not be requested unless for a school camp
1676,Te Mahia School,06 837 5885,06 837 5034,office@temahia.school.nz,Kristiaan Hoek,http://www.temahia.school.nz/,457 Mahia East Coast Road,,Nuhaka,457 Mahia East Coast Road RD 8,,Nuhaka,4198,Rural Area,Full Primary,Not Applicable,State,Co-Educational,Wairoa District,Hawke's Bay Region,Napier,Hawke's Bay/Tairawhiti,Napier,Ikaroa-Rawhiti,Mahia,Area Outside Ward,99091,Mata Nui o Kahungunu,-39.087423,177.920267,1,61,6,53,2,0,0,0,0,2.96,Donations should not be requested unless for a school camp
1677,Mohaka School,06 837 6747,06 837 6704,mohaka@xtra.co.nz,Dianne Barrett,,1978 Mohaka Coast Road,,Mohaka,Mohaka Coast Road RD 4,,Mohaka,4189,Rural Area,Full Primary,Not Applicable,State,Co-Educational,Wairoa District,Hawke's Bay Region,Napier,Hawke's Bay/Tairawhiti,Napier,Ikaroa-Rawhiti,Raupunga,Area Outside Ward,99091,Mata Nui o Kahungunu,-39.117129,177.190829,1,44,5,39,0,0,0,0,0,2.93,Donations should not be requested unless for a school camp
1678,Te Kura o Waikaremoana,06 837 3874,06 837 3873,principal@waikaremoana.school.nz,Te Kewena White,http://www.waikaremoana.school.nz,4764 State Highway 38,,Tuai,Lake Road RD 5,,Wairoa,4195,Rural Area,Full Primary,Not Applicable,State,Co-Educational,Wairoa District,Hawke's Bay Region,Rotorua,Bay of Plenty/Waiariki,Napier,Waiariki,Tuai,Area Outside Ward,99091,Mata Nui o Kahungunu,-38.823641,177.151258,1,30,0,29,0,0,0,1,0,3.62,Donations should not be requested unless for a school camp
1679,Rahotu School,06 763 8658,06 763 8472,admin@rahotu.school.nz,Brigitte Luke,http://www.rahotu.school.nz,5825 South Road,,Rahotu,5825 South Road,Rahotu,Taranaki,4684,Rural Area,Full Primary,Not Applicable,State,Co-Educational,South Taranaki District,Taranaki Region,Whanganui,Taranaki/Whanganui/Manawatu,New Plymouth,Te Tai Hauauru,Rahotu,Egmont Plains Ward,,,-39.325017,173.802899,5,155,103,50,0,2,0,0,0,1.95,Donations should not be requested unless for a school camp
1680,Aberdeen School,07 847 7312,07 847 0849,principal@aberdeen.school.nz,Lesley Lomas,http://www.aberdeen.school.nz,Aberdeen Drive,Dinsdale,Hamilton,P O Box 15550,Dinsdale,Hamilton,3243,Main Urban Area,Contributing,Not Applicable,State,Co-Educational,Hamilton City,Waikato Region,Hamilton,Waikato,Hamilton West,Hauraki-Waikato,Dinsdale North,West Ward,99035,He Waka Eke Noa (NW Hamilton) Community of Learning,-37.788994,175.243254,5,730,387,212,42,68,20,1,0,0.09,Donations should not be requested unless for a school camp
1681,Allandale School,07 308 7645,07 307 0868,learnalot@allandale.school.nz,Andrew Manning,http://www.allandale.school.nz/,167 King Street,Kopeopeo,Whakatane,167 King Street,,Whakatane,3120,Secondary Urban Area,Contributing,Not Applicable,State,Co-Educational,Whakatane District,Bay of Plenty Region,Rotorua,Bay of Plenty/Waiariki,East Coast,Waiariki,Allandale-Mokorua,Whakatane-Ohope Ward,99016,Whakatane Community of Learning,-37.968782,176.983305,2,387,82,283,4,10,8,0,0,1.64,Donations should not be requested unless for a school camp
1682,Amisfield School,07 886 5968,07 886 9262,office@amisfield.school.nz,Christine McLiesh,http://www.amisfield.school.nz,Moffat Road,,Tokoroa,Moffat Road,,Tokoroa,3420,Secondary Urban Area,Full Primary,Not Applicable,State,Co-Educational,South Waikato District,Waikato Region,Hamilton,Waikato,Taupo,Te Tai Hauauru,Amisfield,Tokoroa Ward,99195,Tokoroa Kāhui Ako,-38.236269,175.882808,4,179,113,53,6,5,2,0,0,0.92,Donations should not be requested unless for a school camp
1683,Aorangi School (Rotorua),07 347 8448,07 348 1513,office@aorangi.school.nz,Debra Harrod,http://aorangi.school.nz,3 Gem Street,Pukehangi,Rotorua,P O Box 8004,Pukehangi,Rotorua,3047,Main Urban Area,Contributing,Not Applicable,State,Co-Educational,Rotorua District,Bay of Plenty Region,Rotorua,Bay of Plenty/Waiariki,Rotorua,Waiariki,Pukehangi North,Area Outside Ward,99107,Te Maru o Ngongotaha (Rotorua) Community of Learning,-38.131956,176.208,1,115,11,101,1,0,2,0,0,0.51,Donations should not be requested unless for a school camp
1684,Apanui School,07 308 7687,07 308 6916,debbye@apanui.school.nz,Simon Akroyd,http://www.apanui.school.nz,92 Mcalister Street,,Whakatane,92 McAlister Street,,Whakatane,3120,Secondary Urban Area,Contributing,Not Applicable,State,Co-Educational,Whakatane District,Bay of Plenty Region,Rotorua,Bay of Plenty/Waiariki,East Coast,Waiariki,Whakatane North,Whakatane-Ohope Ward,99016,Whakatane Community of Learning,-37.957026,176.98958,5,434,199,198,10,23,3,1,0,1.62,Donations should not be requested unless for a school camp
1686,Arataki School,07 575 3497,07 575 8026,office@arataki.school.nz,Shelley Blakey,http://www.arataki.school.nz/Home,Kaimanawa Street,,Mount Maunganui,Kaimanawa Street,,Mount Maunganui,3116,Main Urban Area,Contributing,Not Applicable,State,Co-Educational,Tauranga City,Bay of Plenty Region,Rotorua,Bay of Plenty/Waiariki,Bay of Plenty,Waiariki,Te Maunga,Mount Maunganui-Papamoa Ward,99064,Mt Maunganui Community of Learning,-37.675372,176.231123,3,512,187,272,27,18,6,2,0,0.59,Donations should not be requested unless for a school camp
